Year,Sex,Age_Group,Education_Level,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
2019,Male,25-34,"Some college, no degree",69521,18971,135505,42563,715616,101189,45308,13357,6045,291918,158497,26344,29720,178331,94853,46427,41695,69295,63173,17371,84284,81300,166388,81883,45732,93614,14464,29436,61138,17921,108207,38950,243800,162638,15305,169728,66134,72576,147852,15461,70798,10765,102488,491825,63285,6381,127985,126422,22469,79442,10090,39362
2019,Male,25-34,Associate's degree,26817,6004,40855,13524,220462,33002,13533,4438,2353,150162,51666,12329,11165,71168,34139,25483,21973,20733,16517,8469,27666,28829,54558,44777,18169,32984,5906,18492,16879,7395,39795,15189,120484,56755,8710,53575,20198,24600,69365,4845,29615,8057,32156,152110,20842,2865,48159,55452,6994,42035,4808,25421
2019,Male,25-34,Bachelor's degree,52387,8900,97256,32178,778072,144687,63771,13507,31139,278158,159928,21084,21974,246423,93599,50065,45718,57084,57057,19018,105842,163517,147599,117697,24750,87581,18207,32333,34993,23400,173321,21206,428193,157924,12861,176798,43077,69656,229910,22280,70072,16110,97514,467993,62412,11133,159732,157238,14547,93602,7291,38440
2019,Male,25-34,Graduate or professional degree,22921,3190,36377,12785,298477,42148,26387,4728,22734,96958,58638,6267,7170,97430,28716,14371,16570,20038,19468,4881,50763,84736,55879,31489,9237,39901,4603,10486,10965,8305,75597,8270,179885,56609,3534,65165,15956,23437,85511,7850,22191,2840,36715,169007,16570,3275,61416,62191,7077,27797,2330,9530
2019,Male,35-44,Less than 9th grade,11705,686,23662,8518,206831,15900,9087,3670,2010,68021,39314,1030,3413,38967,18231,6008,6549,9689,12626,539,21851,14069,14769,8438,7313,11868,953,4286,11997,1106,29268,6629,58812,32492,912,19001,10239,10469,20942,3601,13990,1454,15655,150275,4725,804,20452,21565,1645,8928,446,17176
2019,Male,35-44,"9th to 12th grade, no diploma",28345,1800,41414,14294,235826,22466,11575,4657,2253,105415,58722,3792,7819,51790,27462,11464,12633,22604,33289,2856,23646,20059,39316,15120,18475,24057,3040,6392,21782,4942,28239,13925,80262,58432,1935,43847,22896,21458,46094,3157,29334,2492,33893,172468,11173,1722,33291,33870,8379,20874,1828,12880
2019,Male,35-44,High school graduate (includes equivalency),90862,12866,116794,70406,588684,84082,57907,13984,6026,380834,190103,27927,30726,200918,133778,60313,44985,95621,105482,24605,90864,99064,169839,86054,63672,119434,18318,26834,58604,21881,134071,40100,299261,156606,11692,216694,81397,59500,233683,18372,87358,13810,134354,526222,52210,10018,136827,112131,44571,100389,13200,61960
2019,Male,35-44,"Some college, no degree",58743,12164,102830,38651,517736,82177,32024,10933,5041,233938,126412,19977,25828,153213,75251,36912,40416,58956,59517,16221,66072,60293,128635,66921,38759,73620,14602,22766,47784,12645,90572,27615,186217,125110,11543,147138,53234,65369,126738,11162,59826,12835,82439,392692,50432,6446,101774,110198,20567,71562,8133,23565
2019,Male,35-44,Associate's degree,27036,5241,40546,10183,184998,33576,14157,3467,2516,121613,53833,10187,11160,58298,37920,25110,17636,21979,19533,8874,25746,25394,47434,48514,19537,30603,7026,16205,17097,8861,32336,13876,99701,58494,8207,55672,19068,29102,70175,5321,28771,8692,30901,146371,19951,2674,42452,49217,9377,43969,3920,25906
2019,Male,35-44,Bachelor's degree,50465,9625,80035,28492,580391,113737,49034,10846,12848,251805,131727,18135,23039,193724,76015,42152,38253,42212,44948,15836,83296,104813,114553,94018,23487,75183,18904,31491,33267,18505,150612,18852,279382,134173,11833,131841,42388,65379,160540,12877,59616,11282,76049,377319,53921,8937,126124,117429,16952,76726,7195,32900
2019,Male,35-44,Graduate or professional degree,26466,4871,50254,16236,368205,62392,37557,7993,22806,138008,77807,11059,12537,122861,39972,19257,24008,26947,24365,7210,71887,94023,68465,50968,11596,42998,6278,15672,17462,11514,103899,11803,194224,72158,4467,83364,22519,38725,101140,7863,27141,4795,42944,223421,33937,4838,103045,79448,9037,37126,3501,13987
2019,Male,45-64,Less than 9th grade,23666,2511,53056,18890,499627,24747,17091,2846,2705,111358,62340,5576,7929,78864,28121,11121,12055,29824,27473,3819,32220,36562,31508,15956,17835,21581,1898,10739,22293,3049,49000,14710,142815,57575,1298,36541,19640,20547,48275,7175,21015,2947,35455,300287,11067,1559,38106,34914,10446,17018,1225,51559
2019,Male,45-64,"9th to 12th grade, no diploma",60153,3701,65754,33247,415421,33387,28384,8897,4328,217010,105507,6036,14339,101867,61973,19091,17755,51242,60825,10584,42916,39680,82790,28748,42041,57691,5026,11815,31729,11947,65765,22077,175265,104879,3103,103916,37982,32646,107336,7250,60794,6638,82004,280510,17478,6009,76296,50239,21267,43718,2423,31277
2019,Male,45-64,High school graduate (includes equivalency),202614,31738,205286,141786,1033067,159515,142336,40798,13888,830382,381418,53077,57632,447773,312855,136679,102543,218139,206632,70821,215360,251302,413092,195007,125957,265184,43915,65747,112101,66973,344002,74416,716640,379609,26370,541747,159626,128880,645004,44523,206228,38543,292107,864959,70604,29312,282452,223914,109699,255921,24696,125726
2019,Male,45-64,"Some college, no degree",117669,24099,210157,75635,948139,141114,78402,18830,10768,519739,244084,34612,52103,318456,157081,79201,78740,102040,110607,32764,136317,127518,298535,151382,74444,157820,31366,48268,97187,32502,190581,52351,393632,256320,20594,298084,98141,124335,253959,24088,116805,19046,168167,668193,72090,12686,190145,211984,38707,154261,16277,50148
2019,Male,45-64,Associate's degree,48917,7848,67233,23132,343795,58339,35652,10111,2840,232844,96029,20313,22829,127905,68960,43078,27169,40251,32698,18591,44072,59375,110289,83453,30208,50935,10924,26778,33740,17458,63268,20445,207620,117498,13389,115047,34069,46555,128471,11507,58080,11516,56063,241174,27162,7453,72832,89036,17017,84621,8584,40174
2019,Male,45-64,Bachelor's degree,93613,14065,152144,46026,933609,173688,96689,23505,13108,493307,246367,34815,33375,308464,135651,64837,69224,77702,72778,32580,151994,208950,215006,156685,40111,131685,26642,43047,58632,40773,276380,33179,456570,247849,14619,250433,73146,96667,298463,26208,106362,19785,138649,619955,67188,16368,214872,197922,25567,138868,11436,62199
2019,Male,45-64,Graduate or professional degree,56270,10375,92718,26405,636314,115907,82543,15480,22407,296262,157354,17465,22336,210287,75671,32545,38308,44117,40305,18949,148881,161952,146801,82905,25430,78941,11933,23209,34265,23403,188342,26844,353229,145626,6798,149330,38921,66082,189082,17720,60145,8943,84631,374449,47693,11215,196665,127054,15662,72401,6248,29381
2019,Male,65 and older,Less than 9th grade,25668,1894,32673,15685,287184,13950,19232,3044,1325,121628,43931,7215,3441,52615,21321,9013,8397,35223,26305,5666,23173,34659,30855,15573,21013,21259,2916,4564,12207,4111,44248,14679,125002,48106,3729,38255,14048,11697,47463,6520,27305,4172,43512,181235,5374,2245,37553,19964,15354,17085,1411,87488
2019,Male,65 and older,"9th to 12th grade, no diploma",33566,1579,29839,21966,156103,15556,17311,5757,3282,141022,59381,5288,6630,60438,34573,13989,8902,31158,29763,8068,30233,30132,52652,20754,24219,33914,4695,7308,11946,7201,41995,12255,119463,61097,2967,73404,20390,17053,75287,5485,28874,3049,42829,121293,5641,2948,45755,22032,18435,28065,1674,35628
2019,Male,65 and older,High school graduate (includes equivalency),114524,12595,128791,78429,461104,73063,68486,22131,7234,522538,182330,31750,36280,263728,184613,95531,63754,113563,112598,40447,102434,129728,239279,125359,59862,155648,28294,43990,55318,28883,182113,39783,390379,214473,16691,318800,81740,71815,391370,23416,106891,24918,155467,363794,31754,17969,141962,110081,66423,163483,14637,83758
2019,Male,65 and older,"Some college, no degree",73604,11027,144329,52870,527844,81630,42503,18488,5118,383604,124772,24213,33745,180315,90594,48288,46601,58304,64057,20665,67957,78903,177810,86611,42007,100096,22995,33612,61347,20451,94623,35919,211560,142247,13123,170740,66250,91160,160815,13212,81130,15238,98054,350901,46326,9708,107826,132687,25881,91779,9862,25392
2019,Male,65 and older,Associate's degree,22185,2904,50550,9893,202712,25940,17026,5563,460,145246,42932,10147,12461,53203,27146,16281,13000,15023,11761,8481,18295,31981,57830,28925,13260,24031,6502,9903,19604,8850,29058,10344,92553,62367,4236,50143,18445,28886,59722,5183,34163,4176,25479,97439,13155,4136,33703,47588,6915,31649,3218,13237
2019,Male,65 and older,Bachelor's degree,58852,7890,116606,31805,514260,87651,51725,14861,5333,386992,116555,25100,24070,152156,65483,37444,42212,43643,47263,24649,76227,95310,118855,83163,29144,74154,19072,23163,40627,24608,126377,28077,231656,134471,9259,134129,49371,67293,165196,14446,77468,12521,75747,316174,38637,10310,105564,118480,18161,74135,8699,32728
2019,Male,65 and older,Graduate or professional degree,44644,6904,98699,21357,450636,88722,59344,15324,13299,326345,92497,18024,20173,133620,54993,27637,31418,37427,34478,22016,96528,108958,115034,59377,21840,57696,14710,17883,33175,20943,119300,31449,251188,102920,5167,114442,33724,61841,147599,12846,59568,7218,60186,236228,29919,10469,128137,100008,16068,59266,7783,17024
2019,Female,18-24,Less than 9th grade,1935,183,4344,1635,18630,4057,1635,0,216,10207,5476,485,1276,6766,6218,1625,1351,2968,3016,713,3024,2681,6587,2555,2474,3948,614,1172,1267,699,3473,1059,10317,4739,455,8991,3693,1981,8709,124,1678,534,1987,19173,1273,296,3264,2672,1085,3556,154,2693
2019,Female,18-24,"9th to 12th grade, no diploma",21153,2618,37467,12670,135459,22678,10961,3598,790,89312,59177,3294,7309,54436,32670,11288,12461,17788,22517,4316,22244,25296,44416,24804,15993,21933,5672,5296,12904,5771,27462,10366,64647,44682,2454,53233,20117,17175,51227,3043,21082,4492,27066,150007,14918,1983,31666,37363,7155,19474,2442,8819
2019,Female,18-24,High school graduate (includes equivalency),73565,11455,110335,43141,503565,75020,44284,11002,9555,245473,152634,19723,27027,150697,105333,38068,38189,64302,64448,16315,69210,80206,135058,56526,36493,79743,14597,21622,47049,17207,93504,29550,219041,136649,9777,165210,57373,50403,179238,17169,75148,12466,89916,424344,52117,8546,115262,96202,25104,80686,7983,37063
2019,Female,18-24,"Some college, no degree",99811,11586,124798,57873,782138,94018,67997,19748,20054,311286,205283,20457,29543,220854,125542,68994,56651,80791,88672,19581,100952,151182,190434,96885,63099,112383,18075,40771,44124,25184,139734,37007,338866,202824,14751,208382,72958,76429,211780,24939,94930,14092,124856,535796,73452,16462,146967,106143,28133,111723,9509,75591
2019,Female,18-24,Associate's degree,11501,909,19690,8063,107607,13055,6329,1753,627,98618,22793,4237,6069,40346,12532,11938,12888,11102,4854,2370,13687,12225,27625,18403,13060,17120,2512,4550,7176,4730,23317,6873,57138,32294,3570,22430,11491,11814,25852,1712,8538,2284,20362,90421,17892,1260,26043,30141,3553,13380,2772,12930
2019,Female,18-24,Bachelor's degree,21261,2256,36952,14146,228786,38885,32985,4904,8013,97483,56495,5206,7333,89810,37496,18305,16733,23604,20098,7780,45166,67704,58396,40998,11674,36168,5867,15599,9337,6274,73190,8199,168103,57667,5982,60270,17146,19276,79747,6547,25216,4595,39744,142164,18253,3384,55866,40276,8070,33914,2552,20728
2019,Female,18-24,Graduate or professional degree,1656,141,2328,985,15013,3092,1991,297,822,9744,5852,916,604,7124,3801,364,1143,2151,1408,536,4688,8853,4270,2935,849,3004,170,1025,740,930,7316,695,20857,4410,326,5065,1576,1810,6485,593,2002,238,4444,11542,867,350,5084,3101,598,2839,561,427
2019,Female,25-34,Less than 9th grade,6577,961,10098,3635,82723,7974,4283,1615,875,35309,18402,1508,3430,14773,12555,3786,3752,5543,6051,607,8550,7385,12538,8629,4125,6372,520,3507,4984,1288,12926,3099,35648,15153,44,15682,6065,4470,16233,1948,6557,706,8442,57901,2458,502,10608,10415,1177,6831,395,5360
2019,Female,25-34,"9th to 12th grade, no diploma",20735,3645,35862,12740,159050,16471,7528,3009,1621,66771,42191,2405,4100,33568,21896,6375,6681,13950,26539,2868,14191,16474,28081,10392,13780,18347,2392,4604,17910,2231,15405,11286,65428,42015,2019,33126,18696,11302,34607,2370,20451,2760,22038,132127,11214,1350,22691,22318,7723,9535,1647,5437
2019,Female,25-34,High school graduate (includes equivalency),81899,14177,103848,57934,553309,74465,44191,15824,7350,327268,155988,21821,28751,151533,108450,38276,35698,70001,86292,17497,81622,72433,133804,54210,41600,88419,14599,20871,56230,17856,102222,30051,247954,142140,10635,180116,70300,59518,193135,14413,70708,12391,115732,472201,50090,7515,101645,109511,29603,70354,9529,44973
2019,Female,25-34,"Some college, no degree",78692,14131,137571,48483,651100,80202,37547,13159,7700,274804,166086,19049,32429,177105,103412,41426,41003,67321,76036,18665,75842,73257,160380,73324,49672,88384,13740,26598,55929,14888,95611,38203,208313,160653,10671,170988,65043,73914,139751,14331,86266,11440,102125,478487,57577,6504,119448,119233,23917,75138,8556,30410
2019,Female,25-34,Associate's degree,33174,4293,45727,18002,241685,36728,16404,6317,2709,172015,69290,10296,12890,79268,42870,26243,21215,30354,29447,8675,32769,32214,63615,48870,30592,43969,7289,12967,21815,8595,40092,16376,129175,71977,8708,79989,25740,26251,85114,6171,38349,6800,43039,188621,26004,2957,53981,55862,10659,44998,4893,31578
2019,Female,25-34,Bachelor's degree,67557,12945,107348,39756,869749,150849,65764,14757,32713,340720,203361,27342,27979,267045,109912,57577,53898,62462,72070,25085,119750,172390,159232,128474,31978,108993,21035,39885,46907,23802,194142,25745,460568,194059,17283,191435,57842,78685,231222,22904,82503,13673,125407,536547,68396,12201,175744,160610,19571,111958,8078,57978
2019,Female,25-34,Graduate or professional degree,32130,5543,41044,14441,362098,65721,41586,9180,34050,143248,83908,10521,7430,142079,40877,22333,24467,33749,33193,9399,78798,118279,79429,52410,18024,56059,6107,18866,15828,13465,106035,11973,282938,89760,5631,94981,21378,36647,135247,10040,38626,7448,54220,216699,17808,5721,100914,82845,10594,40667,2568,20517
2019,Female,35-44,Less than 9th grade,11289,519,20070,6586,186525,12742,5545,3986,2019,45054,32714,1598,3334,34049,16611,4621,7724,9294,11476,524,17023,11120,16046,8755,6521,7172,769,3535,11278,751,21999,7105,54945,26637,675,18945,9790,11358,18938,889,8767,989,12091,119667,4082,620,19767,16534,1162,8538,389,9299
2019,Female,35-44,"9th to 12th grade, no diploma",22291,1565,35339,10907,191713,19221,9958,1774,1309,72067,44787,3292,4462,35995,23575,7946,8674,15897,20476,1835,17906,14538,31254,10851,15019,17680,1793,4296,19159,2037,25971,11499,63394,37685,967,31775,17618,13724,32830,2193,15294,2246,27961,149732,7585,1143,24395,23492,7994,12663,1127,7588
2019,Female,35-44,High school graduate (includes equivalency),71718,9279,90367,48757,465318,59259,40117,11773,7303,298959,145890,19884,21204,150917,90296,32728,30182,62309,78376,16264,68412,76753,117420,50234,43547,84332,13124,18872,46732,13524,110310,26690,231663,119587,7181,148276,61801,49409,167191,15138,76735,10300,104515,411599,42289,6676,91558,90107,29050,66232,7015,47219
2019,Female,35-44,"Some college, no degree",64749,10665,93800,42932,480594,70631,35655,11219,7314,237140,139301,16853,28244,151593,88249,38200,37264,60720,66606,13955,65223,60897,128838,62004,47729,79937,13799,23264,45688,13982,77071,29302,168535,137934,8964,142927,54136,60191,124028,12090,66871,10162,86594,397448,54366,5725,97185,103140,24080,67481,9289,25007
2019,Female,35-44,Associate's degree,39455,5683,44039,22903,218547,37267,18025,5303,1193,162888,71268,9841,14765,77210,50829,31066,20156,36796,30316,10441,32659,32289,71238,56433,30740,39001,6738,15643,19676,8499,41875,14704,120600,79186,7366,92406,24909,27402,87882,4912,38278,8468,42103,165755,27622,3505,56267,56565,13737,45339,3665,31697
2019,Female,35-44,Bachelor's degree,61913,10373,99622,34244,634989,117920,52262,14050,12935,306449,162017,27200,26129,205618,93975,49840,43418,50675,64996,21693,96827,117620,133229,105394,31092,84614,18156,32328,37267,23497,176668,23194,302106,162292,13612,159443,53047,71640,183196,14195,65059,12758,93480,455464,59432,9070,147509,126896,19650,96714,8281,57076
2019,Female,35-44,Graduate or professional degree,40702,7698,59761,24075,438554,73936,54064,10049,23332,190059,128039,14358,13144,166026,53604,26480,31007,43197,34779,12762,105512,118722,92993,66695,22123,66210,8972,21468,22528,17241,121213,16553,291004,111875,6683,112819,28474,55120,146802,12663,51564,5788,66180,270986,21967,8637,127506,91653,13698,57895,5682,28932
2019,Female,45-64,Less than 9th grade,16581,1315,51230,14702,525821,21676,15763,3256,2218,101677,48834,5241,5988,72726,26039,7607,10435,23010,16809,2990,26066,34583,29732,19187,10550,16400,1793,8020,25427,3010,45020,14260,143033,47433,1529,31905,17496,19500,42527,6528,16149,2163,30325,280732,9883,1243,33461,38166,7135,16382,784,30162
2019,Female,45-64,"9th to 12th grade, no diploma",52136,3241,56348,25577,353068,26533,22008,6635,3997,186007,89450,6438,10478,82760,51867,16039,16091,41144,52390,5932,35370,41431,65015,18677,31064,48271,3812,8856,29239,7247,51434,18548,165102,76114,1828,82776,32058,25350,86317,9580,49829,3408,58788,259355,14442,2538,64748,36001,18874,29728,2301,23782
2019,Female,45-64,High school graduate (includes equivalency),195679,22710,196307,130803,960812,143429,137368,39993,16060,776246,363899,42277,48856,416145,283719,107816,84561,189745,203490,59463,198597,207847,376338,156466,110326,238538,34850,54695,104416,52107,336618,68249,669579,327449,19627,493608,146929,111249,594458,39387,196511,29114,285381,867723,74911,22975,257679,197770,97711,219151,17696,118480
2019,Female,45-64,"Some college, no degree",140610,21886,229682,80831,1023224,139628,81940,23879,15490,577804,290138,37474,59294,342356,172581,85802,81933,122766,126004,37278,159278,148482,306508,156112,89037,178897,34467,54666,91886,37653,197985,59991,394901,292717,18130,313700,111359,140600,275809,23343,143441,23235,184214,747136,86099,16346,213788,222868,41282,158088,18718,56750
2019,Female,45-64,Associate's degree,71716,8257,87064,37997,450174,75350,48226,13612,3008,358712,126741,21556,25960,166113,101498,60906,37307,69312,45903,23373,70950,96720,169220,93151,49069,76947,16378,28065,36940,24258,105179,25224,306000,195297,15814,182007,43820,54258,190356,19130,84857,15162,85507,285797,33934,9299,109421,119971,25675,106606,10242,66441
2019,Female,45-64,Bachelor's degree,110189,18650,167032,61599,1019505,182519,117561,28007,12935,578379,282289,40781,40296,353786,149371,75174,79277,83133,95917,42175,189504,230221,249412,173733,59097,145752,30721,50043,65371,45621,323563,40750,504165,299865,19978,285396,86077,109302,334180,30101,125342,22392,166853,689390,65028,19651,259774,206792,32258,161940,13075,110564
2019,Female,45-64,Graduate or professional degree,72791,12061,103161,31803,625335,120800,91949,19708,20576,326267,202050,20623,20361,232329,80069,37137,44409,67870,55969,28009,164947,191399,157926,98282,39854,99146,14725,24544,35645,30887,186455,36740,444708,173587,7510,172902,46243,71220,220554,20644,82747,10847,102816,352083,32970,16239,201375,129753,21220,84935,7033,44705
2019,Female,65 and older,Less than 9th grade,24658,1784,45459,19612,439751,18385,23514,3580,3223,181105,51259,13347,5074,77700,23088,11205,9581,34161,25964,5794,28487,50584,36789,19608,19867,28961,2339,6180,14883,4354,67174,19104,191676,51038,4511,42125,15642,11411,57893,8986,29432,3288,46653,253789,6180,2374,49630,30427,15886,17498,911,111345
2019,Female,65 and older,"9th to 12th grade, no diploma",54891,1573,44773,30293,221249,21357,23030,7112,4396,185646,82610,9609,9952,78316,51505,15707,12632,40002,45145,10270,47566,37798,72197,23137,34761,46557,5789,8372,18096,7255,60771,16253,152971,84813,3273,103448,31191,20390,109694,8125,48958,4690,61615,171224,8272,2846,63282,30215,21003,30334,1972,41448
2019,Female,65 and older,High school graduate (includes equivalency),177764,14889,186610,109971,721327,120441,117279,41302,12541,825711,306259,43473,43580,403206,267340,132051,93505,165015,161290,55277,165803,211013,368440,181109,97411,229890,38669,64292,82524,47440,312284,54721,626115,322653,24292,481484,126436,120367,608700,37866,175137,31430,239751,600574,58337,21499,227832,171842,89763,236569,16981,107485
2019,Female,65 and older,"Some college, no degree",96885,11318,182971,62087,678119,108999,57593,18198,8269,482434,165264,27442,43215,236047,114633,57614,62897,79633,80746,27804,98574,98366,205676,107484,53559,128118,24208,41723,64787,24036,119890,41810,268548,202425,14481,208709,81992,112913,191110,16297,100021,17755,129201,449925,56713,10672,149107,173215,32974,106520,12580,29062
2019,Female,65 and older,Associate's degree,32614,3164,55840,16104,256419,34759,27677,8074,1843,195247,56371,11427,13354,76893,34265,23411,14795,25740,16135,12104,35136,54008,74610,38455,15873,35251,8637,13136,21718,12742,47381,13373,128455,86308,4286,73762,21647,32048,84609,7135,40436,6960,33638,125333,16107,5817,51292,53833,10893,39164,4704,24451
2019,Female,65 and older,Bachelor's degree,52999,7135,110995,33085,559149,86774,52360,14754,8814,346833,108151,25522,23327,159024,53765,43110,42851,36129,48918,24686,88341,104387,114799,83666,31053,67846,18572,24869,38773,24430,134718,30278,235800,140787,9082,135470,42940,69289,158920,13076,70074,12710,71401,287955,33095,13345,123481,119361,14980,75935,9128,51704
2019,Female,65 and older,Graduate or professional degree,41458,5932,79106,21080,359141,68151,51952,11450,12400,253847,90880,16913,13315,118100,61153,22294,27451,39538,37771,20051,81133,106466,101583,48270,22935,54522,10511,13300,23214,17843,95143,29685,270602,97230,5080,98637,31406,51333,129840,14562,56081,5674,55432,182863,15688,10863,93212,77952,14664,48414,5229,18915
