Year,Sex,Age_Group,Education_Level,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
2018,Male,35-44,Bachelor's degree,48020,7590,78507,26618,558238,98321,47826,9488,12303,246006,124820,22328,19521,175712,75508,39163,40106,43688,43069,17012,77717,103002,108187,86973,23253,71079,14238,26906,33174,18124,143503,17624,268992,130672,12685,137586,39141,59447,154966,13094,52823,11874,69200,367317,54304,8019,125475,116405,14217,72550,6197,34248
2018,Male,35-44,Graduate or professional degree,24443,6211,47131,14320,360282,64369,38224,5721,21568,133177,82765,10541,11851,118557,39878,21738,20900,27670,21279,6901,73930,92632,73554,47225,15015,41568,6961,15706,15039,10096,105504,12384,198192,78799,4187,76642,21386,39375,100325,7147,28088,4696,42438,219937,34384,4853,107647,77569,7532,37615,4268,15300
2018,Male,45-64,Less than 9th grade,21451,1759,53192,18980,506042,24186,16155,3375,2971,114573,55083,4564,10037,77974,29818,12364,14194,30505,31136,3868,27277,37897,34430,17777,20571,19218,1541,9777,24466,3873,49034,17459,143727,58296,2199,34475,20653,21750,46421,6145,21001,2686,35266,302333,7545,1404,40431,34803,10127,19561,931,49483
2018,Male,45-64,"9th to 12th grade, no diploma",67828,4294,59960,35474,401648,33877,30460,7553,3906,204142,109844,6800,14113,107748,62512,19615,21025,50823,66107,9436,49618,45507,85342,30657,40953,57182,7663,11252,32219,9014,60263,23199,187223,114355,3545,104613,42528,40357,104252,10817,57452,5137,74695,301511,16708,5556,76418,51088,23237,49576,3092,33596
2018,Male,45-64,High school graduate (includes equivalency),207005,30132,204640,140397,1047119,159186,142576,44371,15409,814126,391566,52413,58247,452730,312779,134496,101104,213842,209858,72313,211207,245249,429380,194616,116538,261820,41021,64911,106546,59975,336573,72069,731104,372980,27927,553538,156485,123298,656725,43571,209608,40744,301700,864820,67831,29086,284620,219933,107241,260601,26427,132691
2018,Male,45-64,"Some college, no degree",125388,24499,201465,74414,980133,145178,80785,21982,9862,524360,235460,36129,50294,329567,156405,78678,80441,109783,110990,37043,143919,140979,296068,152864,77210,170672,35260,52089,100669,36126,203067,53824,391055,257659,20863,303137,105663,126365,261693,21620,120214,21420,168302,655369,80006,14444,185421,216376,41544,156694,17052,52884
2018,Male,45-64,Associate's degree,44185,8120,71532,21108,356277,58212,35265,8655,2446,250046,93396,20460,19840,125891,70166,47476,26469,41768,32374,19379,41740,62850,113592,83867,30131,55089,11810,26569,31337,21031,72800,17902,218020,114287,14765,112225,33821,48387,137941,10815,53262,11611,56044,224459,24532,7522,74390,94273,14350,83357,7827,36371
2018,Male,45-64,Bachelor's degree,91296,15075,150399,45452,935787,171825,98529,23454,12656,494054,249232,35437,35496,308218,133875,67503,65168,79931,77130,31607,162335,197423,214063,158357,44571,128429,23257,42989,56864,40981,271541,35342,455575,251164,14380,253705,70068,101127,296306,26260,106144,17264,138786,606732,63802,17239,214904,194482,29557,129375,11493,60731
2018,Male,45-64,Graduate or professional degree,55522,11621,94622,30793,622437,110732,81590,13591,23957,289745,156257,18539,20198,215939,76179,32057,44844,46144,37019,17363,146201,171345,145920,82460,26562,78777,14395,22695,34067,27213,195263,28048,358866,136121,5781,154934,39386,62866,195047,20162,55036,9222,81005,370047,46648,11465,200122,126404,16657,76897,6731,28605
2018,Male,65 and older,Less than 9th grade,25479,3074,36215,16615,284464,12912,16494,3234,2919,122485,43906,7204,3800,58785,24237,10023,8695,35706,24015,7370,19277,36502,35022,15396,19452,22800,2980,6914,10757,5550,48184,17324,126857,52641,4175,38240,14860,12353,48276,7280,27737,3329,38907,192748,4997,3129,46265,18978,15076,17079,1240,89966
2018,Male,65 and older,"9th to 12th grade, no diploma",35535,1692,30930,22674,151719,15010,15986,6079,2269,135247,61014,6471,7333,60390,38320,13324,11042,29604,30279,6352,33561,30029,55375,19890,23255,35049,4646,7261,13187,6486,42828,10033,112995,65541,3398,74943,19774,16970,74209,6489,31519,3662,46606,109300,6526,3046,45417,20082,14652,28589,1984,36185
2018,Male,65 and older,High school graduate (includes equivalency),113254,10572,124796,74629,442866,70742,75679,25074,6619,505217,174931,29414,35651,260976,169981,89636,61423,105530,102728,39815,98238,121545,226639,119281,60578,150133,28286,43077,51554,29114,169044,33191,379227,195793,17512,309353,82556,73774,378983,21352,109892,24038,144656,350390,33455,17749,137830,111674,63450,161368,14498,78282
2018,Male,65 and older,"Some college, no degree",71203,11853,142758,46115,496955,76199,38555,13840,4751,384434,114463,22110,36608,170562,80766,46944,47095,60539,64998,22786,63352,71638,172669,83026,43182,97821,22120,29696,58069,17039,93143,35569,207289,140417,12184,170038,62501,88638,155147,11900,70773,13378,98251,329449,39738,9133,100140,124711,29321,84461,12045,20928
2018,Male,65 and older,Associate's degree,18463,2298,43050,10364,196901,25937,15575,3786,671,135306,36093,10733,10470,47762,27465,17059,10603,13512,13088,7891,19371,32178,56315,25861,10995,23922,5680,8751,18624,8606,28278,10976,88471,55316,4609,45959,16315,25257,62381,5304,30933,4216,23183,92614,11776,3423,28761,45679,6953,31176,2978,11886
2018,Male,65 and older,Bachelor's degree,55643,8398,110434,31415,503718,86502,49485,16218,5633,364984,110045,24518,21615,141437,64415,36225,36014,42987,45875,21893,77321,91618,116903,78477,26673,66573,19056,24161,40397,24242,125754,30397,227514,122556,7804,124772,46284,66324,156486,13761,72292,12107,76447,313318,34489,9928,106676,113782,19081,69128,7343,33765
2018,Male,65 and older,Graduate or professional degree,41393,6430,91217,24310,444894,82026,56098,12748,12368,317882,93223,18249,16989,129824,57353,26304,32248,35514,34516,18766,90359,109280,106280,61123,21534,60522,13425,16985,31328,21065,113292,30835,238754,105598,4084,111572,33447,57464,145343,13469,56110,7254,61208,218061,33087,10368,119292,97449,16195,58121,5972,16865
2018,Female,18-24,Less than 9th grade,2904,95,4308,2028,19826,2453,1286,560,497,10797,4811,867,298,6267,5751,2434,1398,2562,1975,434,2852,3116,5321,1805,1397,3142,449,1338,2095,1186,3968,1372,9529,5568,58,9850,2672,1817,10360,168,2076,654,3389,16673,891,64,2978,3463,305,3451,118,2483
2018,Female,18-24,"9th to 12th grade, no diploma",23854,3251,41239,13488,142694,25474,10828,4530,2152,96619,58358,3374,10249,51204,37264,12376,11373,18103,26020,4480,20416,27496,41970,23044,17516,27860,5273,7637,16365,4510,29313,13237,75159,44860,1699,48935,21815,18098,48860,3961,24319,4691,27735,159976,15311,1633,33075,32890,10004,21062,4551,8347
2018,Female,18-24,High school graduate (includes equivalency),69199,13334,105619,45830,502582,72329,45567,13302,12351,256850,148415,16598,23394,163606,95842,39686,38888,67563,70525,15758,74743,86203,137822,60321,33537,76571,13115,25959,45805,20430,97053,27509,225448,129073,9170,164925,59468,49950,185276,15671,67668,11080,103255,433994,47919,9325,113157,84142,24438,75668,8162,36142
2018,Female,18-24,"Some college, no degree",98074,10615,128160,54943,803907,96093,72083,17780,14509,300568,215700,22610,32984,224099,127535,68485,57971,83871,91055,21953,107239,149441,201211,100432,66565,118340,16451,38155,43448,24439,142924,41953,356633,202711,18348,207523,72405,73830,217432,23850,101795,16394,119359,529456,75172,14631,165181,120853,30913,114833,8980,75040
2018,Female,18-24,Associate's degree,11776,1345,21147,8800,105461,13213,6831,1748,360,93272,27400,4995,4972,36995,14381,11678,11954,10665,7116,1986,15081,12937,24702,17469,16591,18353,2576,5073,6381,2487,25734,5051,57062,27319,4953,24547,9483,13277,24543,3650,10562,3642,16106,73728,18510,641,21674,30989,3896,13780,2014,11638
2018,Female,18-24,Bachelor's degree,20342,1764,30650,13399,231338,41172,28110,3345,9939,91305,53477,6059,6495,88753,35703,20076,17587,19014,16895,7331,41231,67719,55619,40319,11162,31429,6289,14160,7707,8755,69153,6776,156967,63028,5137,64329,14861,20955,81214,8687,25051,5656,32563,136288,16073,4700,58489,40389,7399,37787,1442,19229
2018,Female,18-24,Graduate or professional degree,1281,79,1716,650,17508,3201,3468,464,1009,8326,6288,448,1005,6787,2066,1116,917,2273,1215,0,3750,6353,4026,2119,525,1783,227,786,140,977,8479,332,19898,3708,229,4196,1060,968,5872,1035,1180,548,4619,15480,389,201,6636,2972,486,2604,350,855
2018,Female,25-34,Less than 9th grade,8842,725,9827,4773,91737,7088,4496,1848,842,33343,17287,852,2596,15054,11868,3377,4090,6275,8109,1100,8474,8061,9580,6366,4107,6446,639,3156,6032,740,12026,2534,41697,15720,978,14038,4991,6292,18106,720,5487,831,6666,62421,5023,173,9827,11315,808,7144,595,5315
2018,Female,25-34,"9th to 12th grade, no diploma",21638,2335,32520,10572,154860,18138,6991,3503,1826,70617,44244,3385,5540,32244,24610,6475,8398,17502,21647,2167,17230,15855,33456,12404,13614,18697,1652,4471,18693,2665,20307,9687,65200,36623,2929,38353,14609,13596,33233,1957,21501,2923,22774,133167,10063,466,19892,25063,5320,13509,1286,7374
2018,Female,25-34,High school graduate (includes equivalency),72426,15625,100324,51149,554717,69493,43148,16319,8700,317093,160624,21918,29252,164423,99187,40117,31661,67658,86087,15657,72993,74372,127301,52228,41672,81918,15016,22967,60091,16913,94045,33384,246703,129188,8617,168597,74111,52766,184323,16962,74732,9943,118098,468013,46676,6223,105187,101200,32061,69200,7840,44183
2018,Female,25-34,"Some college, no degree",83934,14775,131567,51704,673770,87883,40493,11556,8301,285613,168162,22526,27063,179915,104581,40776,42373,69098,80812,17914,85755,78017,162958,67100,52257,102560,17438,27016,55996,15884,96112,37961,214373,162806,8877,175080,71436,73138,149506,16680,73046,10802,112969,495017,50428,8555,116795,118459,25602,80303,10419,33234
2018,Female,25-34,Associate's degree,39573,4002,46037,20971,259868,38594,16480,4695,2592,167049,64568,11482,12549,80110,43993,28255,21185,34850,25261,8686,32500,30470,68720,53147,28234,41654,8384,13504,19119,8521,43652,14197,126012,79111,8652,80733,27346,29280,83081,6063,43031,8331,41965,179205,30564,2560,55258,64102,9855,44089,3703,29644
2018,Female,25-34,Bachelor's degree,70802,13418,110953,39927,829183,144123,63748,15211,33032,338264,192282,26742,29065,264161,108842,55613,51824,61185,68786,24895,119277,173406,162238,126920,37927,101921,16851,37093,40364,23860,198422,24039,453376,192812,17779,190259,55401,82911,235335,18429,82177,16014,112999,511310,65684,13232,164452,159928,20091,105130,8799,58535
2018,Female,25-34,Graduate or professional degree,27496,4237,40454,18422,356006,59341,43387,10470,31670,150836,82350,10091,5962,137231,41191,18913,24688,33001,34456,8785,78282,112717,68047,54130,18707,56266,6885,17458,15035,12198,101210,11620,284019,79788,5244,94728,23007,32847,131062,11335,34068,5054,46175,208113,18821,6402,102860,77478,10930,40058,3271,17141
2018,Female,35-44,Less than 9th grade,9744,393,21045,5904,204285,12416,7378,3678,1361,42642,31580,1703,4632,34411,17342,6470,7413,7206,8824,1504,17446,13490,14019,11243,6497,7643,809,4659,8878,1733,19263,4945,54002,26748,666,16985,8138,11140,19369,1442,6850,843,11534,119130,5409,162,18533,18098,1641,8068,230,10069
2018,Female,35-44,"9th to 12th grade, no diploma",21151,1395,34879,11387,192351,18870,7446,3444,1210,74873,45582,2490,3950,38768,23395,8427,9358,14694,19954,1844,15729,16540,31589,12287,12178,21172,1245,4973,17358,1320,27154,11224,69217,37436,662,32770,15670,16474,30655,2828,18207,2528,27878,161140,9940,1324,23981,23454,6168,11746,1356,6685
2018,Female,35-44,High school graduate (includes equivalency),75754,10909,89769,46009,471434,57320,40573,16612,7892,297038,146193,18413,22852,150358,87832,32394,28875,59852,81664,14968,68320,68780,109604,48182,42212,74926,11506,18834,49529,15009,105783,29238,230906,116836,5586,155037,58898,45512,167831,14374,74958,11125,103191,405819,45909,7287,96015,79380,32705,67087,7120,49425
2018,Female,35-44,"Some college, no degree",65823,13720,99720,43950,490239,68746,34946,10201,5890,248366,150205,18266,27040,152530,85464,35350,37609,63737,61599,19958,64123,61940,129741,64376,41106,79521,14520,22100,49377,13527,84555,29035,170649,135055,9008,149912,56482,62576,115383,12677,67693,8529,89474,388977,48595,6299,99087,99780,24581,67107,7398,27738
2018,Female,35-44,Associate's degree,35170,4127,44514,23798,214284,34913,18275,4222,1667,155925,70625,9137,14229,79817,52847,28536,19914,36767,30640,7987,33265,33201,74840,51755,32048,39988,8794,16968,17125,9799,41588,12375,122163,81853,7594,81994,25078,26279,86387,6425,41326,8978,43273,170418,25503,3357,53282,56724,14551,52056,6017,32721
2018,Female,35-44,Bachelor's degree,60745,9922,87679,33619,614002,111004,56614,9625,11334,302326,157372,24143,25315,201234,95357,50715,44998,51286,61192,19981,97003,120530,130433,102584,36523,83836,15937,33325,38627,21509,169247,23693,297047,161828,13216,152625,52589,66623,184438,14535,64915,13823,90199,445806,57520,10584,148572,124955,16581,87807,7827,53838
2018,Female,35-44,Graduate or professional degree,38639,7318,58034,20350,421439,74813,50613,9779,24218,182439,124761,14868,11879,166704,52951,28409,27904,41814,34915,11006,100695,115399,96057,62825,25298,63304,9751,19233,19288,14672,128387,16829,290984,112818,6090,112331,26302,49772,143472,9370,46810,5703,64463,261096,21505,6615,124291,92006,11698,55302,4624,28581
2018,Female,45-64,Less than 9th grade,17592,2169,55528,15961,520826,25063,15606,4663,3302,109050,47641,6671,8915,73578,22678,11676,11197,23953,21535,2945,23258,36749,29579,15517,15453,16898,1660,7383,25376,3770,48720,14139,150676,42386,2200,31231,16440,17693,41199,6645,15769,2868,32516,298658,8739,877,34591,35311,4934,16017,1420,38894
2018,Female,45-64,"9th to 12th grade, no diploma",54909,3018,58854,28764,369661,29768,22174,4684,4196,172429,91562,5258,10321,82609,56548,13496,15186,42240,52378,7360,38413,40037,67323,18790,27340,51605,5325,8870,24933,7030,52499,19711,174294,83018,2772,82560,36678,28061,87969,8142,45474,4841,65287,271345,13864,2921,61457,38453,19690,34288,1948,30353
2018,Female,45-64,High school graduate (includes equivalency),191569,21610,196559,124554,986266,145416,129341,45567,15651,822091,369517,45905,52130,412004,285481,112750,85338,195798,211955,62728,198580,206920,376851,164290,117349,236709,34020,57395,107577,54899,326585,66120,692167,333630,23727,508354,146247,116604,615800,38214,211696,31960,285363,846726,73412,25909,262967,200805,96277,226333,18561,119438
2018,Female,45-64,"Some college, no degree",152149,22781,225253,89777,1043107,152598,86984,23278,11564,591930,273872,33794,55510,368788,175193,89997,83203,126476,125597,40233,169704,154811,325117,161989,85434,185701,36154,56076,98149,37778,213313,63966,412482,311748,18942,318246,115345,141538,291793,28127,137442,22369,196253,744765,82063,14184,225165,235644,47921,168736,22255,59795
2018,Female,45-64,Associate's degree,76108,9293,83282,38053,456875,67325,55476,13656,3006,338765,142151,23649,24279,168708,98281,54621,38662,67716,44638,25073,67657,102756,171515,98434,44405,80596,15838,27845,36433,25597,105645,24711,295236,179888,15007,185756,44834,56826,193821,16309,86136,14881,91185,266977,35711,10578,110074,112578,26138,104593,9905,57380
2018,Female,45-64,Bachelor's degree,103696,16974,164533,59049,1005923,181673,119003,25929,14964,559268,278476,42041,39197,345194,150637,78160,78911,81352,100963,39671,186377,231948,248990,172651,61174,147117,29730,46957,58073,45866,327126,41707,504677,302981,18201,280255,81553,110726,324887,29503,122065,21041,156322,675457,65966,19507,259017,209225,30422,154191,12136,103703
2018,Female,45-64,Graduate or professional degree,69647,11300,99436,31497,617351,116349,93841,18394,21658,313543,184400,19896,17936,236973,85476,35961,47624,65064,48474,24914,168407,188244,154308,93818,35446,96425,15209,25983,36904,29652,189841,34390,438453,162343,6431,177976,43498,67683,217218,22234,73584,8981,92081,355716,32481,16086,189451,122004,23665,82879,7142,44466
2018,Female,65 and older,Less than 9th grade,32124,2159,43769,18318,444204,19637,22805,4212,2968,174151,52527,14175,3472,83897,27417,10860,11171,37583,29479,6672,30413,52032,39771,19727,20156,30105,3484,5705,16803,5826,64662,17657,195074,51912,5030,49241,15230,13958,65274,8247,30997,3408,51499,259488,5372,1815,45251,26619,13928,22478,1203,118817
2018,Female,65 and older,"9th to 12th grade, no diploma",51183,2574,46095,31059,216747,22546,22353,8076,5238,189738,85009,8627,8221,81908,53631,17010,12721,41041,43431,8199,40670,43176,67383,19221,32529,46662,5482,9823,18618,7047,61506,16909,153403,87725,2985,102103,29807,18145,108941,9235,47959,4089,59823,157932,9889,3684,65290,30040,19693,30158,4672,37052
2018,Female,65 and older,High school graduate (includes equivalency),175611,11283,189308,112050,707112,115078,118708,35915,12451,814047,290430,41199,50455,397668,258505,129139,91358,161602,158980,52539,168068,199755,362448,179939,93170,230570,34517,61533,74155,43601,315092,54896,617542,317723,19180,477717,122358,109158,606777,36474,173218,29985,228076,583606,52959,20986,228539,168833,91024,227512,15575,102597
2018,Female,65 and older,"Some college, no degree",92559,10520,176447,55201,650633,101495,54735,16481,7328,454342,156146,27776,40882,222670,108549,60591,58921,71887,77707,29188,95607,97628,206579,107148,54433,121812,25154,41687,66828,25652,120762,44005,262167,189605,15522,202723,83688,111056,188148,13853,97073,16911,123523,422216,53239,11991,140234,167407,30731,103534,13515,26473
2018,Female,65 and older,Associate's degree,26900,3282,52809,13098,250693,32303,25874,8745,1670,176862,54220,11528,11110,70300,33167,21307,15433,23264,17073,11713,31252,50991,72535,35812,17687,34347,7351,11887,20677,11874,43709,11089,122623,78064,5705,64288,20159,34396,74473,7002,42392,5837,36240,115748,15681,5272,45882,53864,9963,37382,4876,22598
2018,Female,65 and older,Bachelor's degree,50522,7513,96949,29934,529712,84893,48323,13133,7645,344924,101034,23156,22489,149029,50377,39213,37010,33079,45068,23169,84447,98475,110822,82342,28381,62780,17791,24765,33400,22009,123836,28078,226229,137529,10879,129341,43574,65425,145685,12957,61432,11806,62555,277126,32455,12250,120778,111715,15639,72252,6728,46999
2018,Female,65 and older,Graduate or professional degree,39794,6352,74326,21894,346719,62575,52477,13215,13096,239165,83387,16307,10346,115340,56963,20183,28457,39544,33373,19716,79105,102694,91712,41391,22398,51978,10267,11753,20723,17045,88199,27521,253920,88154,3366,95873,29048,46693,122246,15322,47427,6338,53823,177603,17634,11101,87870,73154,15510,43245,3928,18803
